ID;Dossier von;Dossier bis;Produkt
id04753;2019-10;2021-12;Sozialhilfeleistung
id04492;2016-02;2017-11;Sozialhilfeleistung
id02450;2014-12;2018-02;Sozialhilfeleistung
id00454;2016-09;2017-11;Sozialhilfeleistung
id00454;2019-01;2019-06;Sozialhilfeleistung
id00454;2021-05;2021-12;Sozialhilfeleistung
id01048;2014-11;2017-02;Sozialhilfeleistung
id02720;2015-01;2016-01;Sozialhilfeleistung
id03178;2014-07;2016-03;Sozialhilfeleistung
id00999;2016-10;2017-01;Sozialhilfeleistung
id00999;2017-01;2018-06;Sozialhilfeleistung
id00639;2017-01;2018-09;Sozialhilfeleistung
id03115;2016-04;2017-07;Sozialhilfeleistung
id03115;2019-04;2019-06;Sozialhilfeleistung
id04727;2016-09;2016-09;Sozialhilfeleistung
id03654;2015-05;2017-01;Sozialhilfeleistung
id01784;2019-07;2021-12;Sozialhilfeleistung
id01128;2016-07;2019-06;Sozialhilfeleistung
id02412;2022-01;2022-03;Sozialhilfeleistung
id01304;2016-05;2016-08;Sozialhilfeleistung
id03522;2021-01;2021-05;Sozialhilfeleistung
id03522;2021-05;2021-12;Sozialhilfeleistung
id04826;2019-07;2020-04;Sozialhilfeleistung
id03851;2014-06;2016-07;Sozialhilfeleistung
id01348;2017-10;2019-03;Sozialhilfeleistung
id01348;2019-03;2021-01;Sozialhilfeleistung
id01163;2015-01;2018-05;Sozialhilfeleistung
id04347;2019-03;2021-05;Sozialhilfeleistung
id01859;2022-01;;Sozialhilfeleistung
id01246;2018-06;2021-02;Sozialhilfeleistung
id02680;2014-08;2016-04;Sozialhilfeleistung
id04511;2015-07;2016-06;Sozialhilfeleistung
id04511;2022-01;2022-02;Sozialhilfeleistung
id03689;2019-11;2020-07;Sozialhilfeleistung
id01860;2017-04;2017-11;Sozialhilfeleistung
id01860;2017-12;2019-04;Sozialhilfeleistung
id01796;2015-12;2016-02;Sozialhilfeleistung
id01796;2016-02;2019-06;Sozialhilfeleistung
id00116;2014-12;2016-06;Sozialhilfeleistung
id03235;2017-09;2017-09;Sozialhilfeleistung
id03757;2021-08;2021-12;Sozialhilfeleistung
id01331;2022-01;;Sozialhilfeleistung
id03935;2022-01;;Sozialhilfeleistung
id02916;2015-01;2017-10;Sozialhilfeleistung
id02660;2015-08;2016-06;Sozialhilfeleistung
id03036;2016-08;2017-04;Sozialhilfeleistung
id02847;2016-03;2016-05;Sozialhilfeleistung
id04542;2017-01;2017-04;Sozialhilfeleistung
id00383;2021-08;2021-12;Sozialhilfeleistung
id00383;2022-01;2022-03;Sozialhilfeleistung
id00597;2015-07;2016-04;Sozialhilfeleistung
id03109;2021-09;2021-12;Sozialhilfeleistung
id02989;2015-11;2016-12;Sozialhilfeleistung
id03449;2018-01;2018-01;Sozialhilfeleistung
id04560;2016-01;2017-01;Sozialhilfeleistung
id04560;2019-07;2020-02;Sozialhilfeleistung
id04560;2021-06;2021-12;Rückerstattung
id02305;2016-07;2020-01;Sozialhilfeleistung
id04280;2019-02;2019-04;Sozialhilfeleistung
id04166;2015-08;2017-04;Sozialhilfeleistung
id01627;2015-03;2019-02;Sozialhilfeleistung
id01330;2020-03;2021-03;Sozialhilfeleistung
id03146;2015-12;2016-03;Sozialhilfeleistung
id04588;2016-11;2017-03;Sozialhilfeleistung
id02324;2017-04;2017-12;Sozialhilfeleistung
id03102;2015-02;2016-02;Sozialhilfeleistung
id04844;2015-08;2016-05;Sozialhilfeleistung
id04102;2016-11;2019-11;Sozialhilfeleistung
id00280;2015-04;2016-01;Sozialhilfeleistung
id04283;2017-04;2017-11;Sozialhilfeleistung
id01866;2015-01;2016-08;Sozialhilfeleistung
id04369;2016-09;2017-01;Sozialhilfeleistung
id01086;2016-06;2016-10;Sozialhilfeleistung
id01086;2016-10;2017-01;Sozialhilfeleistung
id01086;2017-01;2017-12;Sozialhilfeleistung
id02208;2017-04;2019-06;Sozialhilfeleistung
id04416;2015-11;2017-09;Sozialhilfeleistung
id04416;2017-09;2018-05;Sozialhilfeleistung
id04416;2021-11;2021-12;Rückerstattung
id02258;2015-12;2016-09;Sozialhilfeleistung
id04951;2016-02;2017-06;Sozialhilfeleistung
id04829;2015-08;2016-01;Sozialhilfeleistung
id02500;2015-03;2016-01;Sozialhilfeleistung
id01233;2022-01;;Sozialhilfeleistung
id03117;2015-07;2019-05;Sozialhilfeleistung
id01603;2017-12;2018-01;Sozialhilfeleistung
id04842;2015-06;2016-04;Sozialhilfeleistung
id00708;2015-03;2016-01;Sozialhilfeleistung
id02179;2015-06;2018-01;Sozialhilfeleistung
id00784;2019-06;2019-06;Sozialhilfeleistung
id00784;2019-11;2021-06;Sozialhilfeleistung
id04256;2016-01;2016-07;Sozialhilfeleistung
id04256;2017-04;2017-11;Sozialhilfeleistung
id04256;2018-05;2019-07;Sozialhilfeleistung
id03359;2022-01;;Sozialhilfeleistung
id03358;2018-05;2019-09;Sozialhilfeleistung
id01593;2019-07;2020-02;Sozialhilfeleistung
id04108;2018-10;2019-09;Sozialhilfeleistung
id04108;2020-03;2020-11;Sozialhilfeleistung
id02870;2014-11;2016-12;Sozialhilfeleistung
id01103;2020-06;2021-12;Sozialhilfeleistung
id01546;2020-11;2021-03;Sozialhilfeleistung
id00749;2016-10;2017-06;Sozialhilfeleistung
id00749;2018-04;2018-11;Sozialhilfeleistung
id01461;2015-10;2016-10;Sozialhilfeleistung
id03814;2016-05;2017-03;Sozialhilfeleistung
id03814;2020-07;2021-10;Sozialhilfeleistung
id04461;2018-01;2020-10;Sozialhilfeleistung
id04411;2017-04;2019-06;Sozialhilfeleistung
id03745;2015-07;2016-11;Sozialhilfeleistung
id04637;2015-05;2016-01;Sozialhilfeleistung
id03863;2015-12;2016-03;Sozialhilfeleistung
id00919;2016-06;2016-09;Sozialhilfeleistung
id00919;2019-07;2021-12;Sozialhilfeleistung
id01280;2019-07;2020-06;Sozialhilfeleistung
id01280;2020-06;2021-10;Sozialhilfeleistung
id02537;2018-04;2018-06;Sozialhilfeleistung
id02537;2022-01;;Sozialhilfeleistung
id02003;2015-09;2016-05;Sozialhilfeleistung
id02003;2022-01;;Sozialhilfeleistung
id00066;2016-01;2016-01;Sozialhilfeleistung
id00066;2016-01;2017-10;Sozialhilfeleistung
id00066;2017-10;2017-12;Sozialhilfeleistung
id00066;2018-01;2020-09;Sozialhilfeleistung
id04852;2019-02;2021-02;Sozialhilfeleistung
id00139;2015-12;2017-12;Sozialhilfeleistung
id03732;2017-03;2017-04;Sozialhilfeleistung
id01320;2018-05;2018-06;Sozialhilfeleistung
id00903;2015-05;2016-03;Sozialhilfeleistung
id04248;2021-07;2021-12;Sozialhilfeleistung
id04248;2022-01;;Sozialhilfeleistung
id03886;2018-01;2019-02;Sozialhilfeleistung
id03701;2015-09;2018-05;Sozialhilfeleistung
id04649;2017-07;2019-06;Sozialhilfeleistung
id00555;2018-10;2019-01;Sozialhilfeleistung
id00229;2015-06;2016-06;Sozialhilfeleistung
id00971;2016-06;2017-06;Sozialhilfeleistung
id01671;2018-01;2019-01;Sozialhilfeleistung
id04465;2016-02;2016-12;Sozialhilfeleistung
id02853;2022-01;;Sozialhilfeleistung
id02446;2015-10;2016-09;Sozialhilfeleistung
id00236;2016-05;2016-08;Sozialhilfeleistung
id02650;2015-11;2021-06;Sozialhilfeleistung
id00968;2015-12;2017-01;Sozialhilfeleistung
id01248;2015-11;2019-06;Sozialhilfeleistung
id01248;2019-07;2021-09;Sozialhilfeleistung
id02161;2015-12;2016-05;Sozialhilfeleistung
id00525;2017-09;2019-03;Sozialhilfeleistung
id03015;2015-10;2018-05;Sozialhilfeleistung
id00074;2018-03;2019-10;Sozialhilfeleistung
id04136;2015-10;2016-07;Sozialhilfeleistung
id01496;2015-10;2019-10;Sozialhilfeleistung
id01345;2017-01;2017-12;Sozialhilfeleistung
id01345;2020-09;2021-12;Sozialhilfeleistung
id03338;2016-03;2016-11;Sozialhilfeleistung
id00294;2017-03;2018-03;Sozialhilfeleistung
id02202;2016-10;2017-04;Sozialhilfeleistung
id02020;2015-12;2017-12;Sozialhilfeleistung
id02020;2022-01;;Sozialhilfeleistung
id03816;2015-08;2016-03;Sozialhilfeleistung
id02437;2020-03;2021-01;Sozialhilfeleistung
id02437;2021-04;2021-12;Sozialhilfeleistung
id02553;2021-09;2021-12;Sozialhilfeleistung
id02553;2022-01;;Sozialhilfeleistung
id04123;2017-12;2017-12;Sozialhilfeleistung
id01987;2017-09;2019-06;Sozialhilfeleistung
id04797;2015-11;2016-02;Sozialhilfeleistung
id04797;2022-01;;Sozialhilfeleistung
id02591;2017-04;2017-12;Sozialhilfeleistung
id03665;2015-11;2016-02;Sozialhilfeleistung
id03665;2021-07;2021-10;Sozialhilfeleistung
id03665;2021-10;2021-12;Sozialhilfeleistung
id00616;2018-01;2018-05;Sozialhilfeleistung
id01339;2022-01;;Sozialhilfeleistung
id01179;2016-11;2018-06;Sozialhilfeleistung
id01416;2015-12;2017-04;Sozialhilfeleistung
id04219;2015-12;2016-09;Sozialhilfeleistung
id00180;2016-11;2016-12;Sozialhilfeleistung
id02484;2015-12;2017-04;Sozialhilfeleistung
id02484;2017-10;2018-06;Sozialhilfeleistung
id04270;2015-12;2016-08;Sozialhilfeleistung
id02541;2022-01;;Sozialhilfeleistung
id04098;2018-01;2018-03;Sozialhilfeleistung
id04098;2019-02;2021-03;Sozialhilfeleistung
id04098;2021-08;2021-12;Sozialhilfeleistung
id00908;2016-10;2017-01;Sozialhilfeleistung
id02967;2020-01;2021-11;Sozialhilfeleistung
id01949;2021-02;2021-05;Sozialhilfeleistung
id01949;2022-03;;Sozialhilfeleistung
id03217;2015-11;2016-07;Sozialhilfeleistung
id03289;2015-10;2016-01;Sozialhilfeleistung
id03289;2016-01;2016-05;Sozialhilfeleistung
id02532;2016-09;2017-01;Sozialhilfeleistung
id00850;2015-12;2017-12;Sozialhilfeleistung
id00850;2018-01;2018-12;Sozialhilfeleistung
id01928;2015-11;2016-07;Sozialhilfeleistung
id01734;2015-12;2016-06;Sozialhilfeleistung
id04508;2015-10;2016-03;Sozialhilfeleistung
id01890;2017-07;2018-02;Sozialhilfeleistung
id00783;2015-10;2016-06;Sozialhilfeleistung
id00058;2015-10;2016-05;Sozialhilfeleistung
id03306;2015-10;2016-02;Sozialhilfeleistung
id03790;2016-04;2016-11;Sozialhilfeleistung
id03790;2016-12;2017-04;Sozialhilfeleistung
id03790;2022-01;;Sozialhilfeleistung
id02891;2018-01;2018-02;Sozialhilfeleistung
id02891;2018-05;2019-01;Sozialhilfeleistung
id02891;2019-05;2019-07;Sozialhilfeleistung
id02891;2020-12;2021-05;Sozialhilfeleistung
id04801;2016-10;2017-12;Sozialhilfeleistung
id04689;2015-12;2016-05;Sozialhilfeleistung
id04689;2022-01;2022-01;Sozialhilfeleistung
id03969;2018-09;2019-01;Sozialhilfeleistung
id02511;2016-02;2018-03;Sozialhilfeleistung
id00070;2015-10;2016-05;Sozialhilfeleistung
id01285;2015-11;2016-06;Sozialhilfeleistung
id01852;2016-06;2017-07;Sozialhilfeleistung
id03557;2015-11;2016-05;Sozialhilfeleistung
id02420;2018-01;2021-12;Sozialhilfeleistung
id01919;2015-11;2016-02;Sozialhilfeleistung
id01919;2020-12;2021-12;Sozialhilfeleistung
id03261;2016-05;2017-06;Sozialhilfeleistung
id04266;2015-12;2016-04;Sozialhilfeleistung
id03892;2016-11;2016-12;Sozialhilfeleistung
id03892;2017-09;2018-01;Sozialhilfeleistung
id04228;2016-01;2018-02;Sozialhilfeleistung
id03998;2016-10;2016-11;Sozialhilfeleistung
id03998;2016-12;2017-10;Sozialhilfeleistung
id03998;2017-10;2017-12;Sozialhilfeleistung
id03998;2019-01;2019-11;Sozialhilfeleistung
id03998;2021-04;2021-12;Sozialhilfeleistung
id01238;2018-02;2018-09;Sozialhilfeleistung
id01452;2015-11;2016-07;Sozialhilfeleistung
id01831;2020-02;2020-05;Sozialhilfeleistung
id01831;2020-06;2021-09;Sozialhilfeleistung
id01831;2021-10;2021-11;Sozialhilfeleistung
id03508;2019-07;2021-03;Sozialhilfeleistung
id03508;2022-01;;Sozialhilfeleistung
id01780;2015-11;2016-03;Sozialhilfeleistung
id01780;2016-03;2017-10;Sozialhilfeleistung
id04413;2015-12;2016-03;Sozialhilfeleistung
id02536;2019-07;2020-04;Sozialhilfeleistung
id02235;2019-05;2019-06;Sozialhilfeleistung
id02235;2019-07;2019-08;Sozialhilfeleistung
id03499;2016-04;2016-09;Sozialhilfeleistung
id03499;2020-02;2021-03;Sozialhilfeleistung
id03499;2021-09;2021-12;Sozialhilfeleistung
id03804;2015-11;2016-10;Sozialhilfeleistung
id03420;2016-02;2020-03;Rückerstattung
id03501;2016-07;2017-03;Sozialhilfeleistung
id00715;2022-01;;Sozialhilfeleistung
id01453;2015-10;2016-07;Sozialhilfeleistung
id03570;2015-12;2016-12;Sozialhilfeleistung
id04841;2017-09;2018-05;Sozialhilfeleistung
id00230;2015-11;2017-12;Sozialhilfeleistung
id00677;2016-12;2021-12;Sozialhilfeleistung
id01651;2015-12;2016-03;Sozialhilfeleistung
id01651;2016-03;2017-11;Sozialhilfeleistung
id01651;2017-12;2019-02;Sozialhilfeleistung
id04498;2016-01;2016-03;Sozialhilfeleistung
id04498;2016-04;2016-12;Sozialhilfeleistung
id02334;2021-08;2021-12;Sozialhilfeleistung
id03134;2020-03;2020-04;Sozialhilfeleistung
id03134;2020-04;2021-12;Sozialhilfeleistung
id02087;2016-07;2016-08;Rückerstattung
id02087;2016-09;2016-09;Sozialhilfeleistung
id01694;2016-01;2016-02;Sozialhilfeleistung
id02838;2018-03;2019-01;Sozialhilfeleistung
id02838;2021-01;2021-02;Sozialhilfeleistung
id03469;2015-12;2016-03;Sozialhilfeleistung
id03469;2016-03;2016-07;Sozialhilfeleistung
id03469;2017-12;2018-05;Sozialhilfeleistung
id01921;2016-07;2016-09;Sozialhilfeleistung
id00528;2016-04;2016-08;Sozialhilfeleistung
id02577;2017-07;2017-12;Sozialhilfeleistung
id00515;2018-07;2019-10;Sozialhilfeleistung
id02066;2016-01;2016-04;Sozialhilfeleistung
id00913;2017-02;2018-10;Sozialhilfeleistung
id01481;2019-07;2021-12;Sozialhilfeleistung
id01481;2022-01;;Sozialhilfeleistung
id02296;2021-09;2021-11;Sozialhilfeleistung
id00775;2021-04;2021-12;Sozialhilfeleistung
id02984;2019-06;2019-06;Sozialhilfeleistung
id00893;2016-01;2016-05;Sozialhilfeleistung
id00223;2017-04;2018-08;Sozialhilfeleistung
id00512;2016-01;2016-11;Sozialhilfeleistung
id04514;2022-01;;Sozialhilfeleistung
id03775;2018-01;2019-02;Sozialhilfeleistung
id03775;2022-01;;Sozialhilfeleistung
id03053;2016-02;2016-05;Sozialhilfeleistung
id04843;2016-02;2016-04;Sozialhilfeleistung
id03209;2022-01;2022-02;Sozialhilfeleistung
id01650;2016-10;2017-08;Sozialhilfeleistung
id01650;2020-04;2020-10;Sozialhilfeleistung
id01534;2016-02;2016-06;Sozialhilfeleistung
id01534;2016-06;2017-07;Sozialhilfeleistung
id01534;2017-07;2017-12;Sozialhilfeleistung
id01229;2018-01;2019-04;Sozialhilfeleistung
id01313;2016-02;2016-10;Sozialhilfeleistung
id00566;2016-04;2016-04;Sozialhilfeleistung
id02862;2016-02;2016-08;Sozialhilfeleistung
id02637;2016-02;2016-04;Sozialhilfeleistung
id02637;2022-01;;Sozialhilfeleistung
id02423;2018-12;2019-01;Sozialhilfeleistung
id04577;2022-02;2022-02;Sozialhilfeleistung
id04476;2016-02;2017-01;Sozialhilfeleistung
id04476;2018-01;2018-08;Sozialhilfeleistung
id00731;2017-06;2018-01;Sozialhilfeleistung
id01840;2016-03;2016-07;Sozialhilfeleistung
id03997;2021-05;2021-12;Sozialhilfeleistung
id04570;2016-03;2016-10;Sozialhilfeleistung
id04630;2016-07;2019-11;Sozialhilfeleistung
id04781;2016-03;2016-06;Sozialhilfeleistung
id00100;2016-05;2019-06;Sozialhilfeleistung
id02135;2016-06;2017-01;Sozialhilfeleistung
id00278;2016-03;2016-04;Sozialhilfeleistung
id04936;2016-05;2016-06;Sozialhilfeleistung
id00735;2022-01;;Sozialhilfeleistung
id04213;2018-07;2019-09;Sozialhilfeleistung
id04626;2017-04;2017-08;Sozialhilfeleistung
id04626;2017-08;2018-09;Sozialhilfeleistung
id01767;2016-03;2016-04;Sozialhilfeleistung
id00914;2016-03;2017-02;Sozialhilfeleistung
id00914;2017-12;2019-01;Sozialhilfeleistung
id01431;2016-07;2016-07;Sozialhilfeleistung
id01431;2017-04;2018-01;Sozialhilfeleistung
id00062;2022-01;2022-03;Sozialhilfeleistung
id01826;2016-03;2016-06;Sozialhilfeleistung
id02407;2017-09;2018-03;Sozialhilfeleistung
id03746;2017-01;2017-12;Sozialhilfeleistung
id00155;2018-07;2021-12;Sozialhilfeleistung
id00155;2022-01;2022-01;Sozialhilfeleistung
id00019;2016-06;2017-04;Sozialhilfeleistung
id03904;2018-02;2018-03;Sozialhilfeleistung
id01505;2016-04;2016-07;Sozialhilfeleistung
id01505;2016-08;2017-06;Sozialhilfeleistung
id01505;2017-07;2017-12;Rückerstattung
id02256;2016-07;2017-03;Sozialhilfeleistung
id01278;2016-04;2016-05;Sozialhilfeleistung
id01278;2018-01;2018-10;Sozialhilfeleistung
id04664;2019-07;2019-08;Sozialhilfeleistung
id02531;2016-04;2016-06;Sozialhilfeleistung
id02531;2017-04;2019-06;Sozialhilfeleistung
id02531;2019-07;2019-11;Sozialhilfeleistung
id01354;2016-07;2017-09;Sozialhilfeleistung
id01354;2018-04;2021-12;Sozialhilfeleistung
id01559;2018-01;2020-08;Sozialhilfeleistung
id01559;2020-08;2021-12;Sozialhilfeleistung
id02556;2016-07;2019-01;Sozialhilfeleistung
id03744;2018-05;2018-09;Sozialhilfeleistung
id02072;2018-03;2018-10;Rückerstattung
id02527;2016-04;2016-10;Sozialhilfeleistung
id00974;2016-04;2017-11;Sozialhilfeleistung
id00974;2017-12;2018-12;Sozialhilfeleistung
id00974;2019-07;2020-04;Sozialhilfeleistung
id01242;2016-07;2019-04;Sozialhilfeleistung
id04132;2017-07;2017-12;Sozialhilfeleistung
id04132;2018-01;2018-02;Sozialhilfeleistung
id03643;2016-07;2016-09;Sozialhilfeleistung
id03643;2018-12;2019-06;Sozialhilfeleistung
id04501;2016-09;2017-12;Sozialhilfeleistung
id04185;2016-04;2017-01;Sozialhilfeleistung
id03173;2016-04;2016-08;Sozialhilfeleistung
id03614;2017-04;2019-01;Sozialhilfeleistung
id03799;2016-04;2016-10;Sozialhilfeleistung
id02290;2016-04;2017-03;Sozialhilfeleistung
id01442;2017-08;2018-09;Sozialhilfeleistung
id01442;2018-12;2019-01;Sozialhilfeleistung
id00453;2016-08;2017-12;Sozialhilfeleistung
id03653;2016-06;2016-09;Sozialhilfeleistung
id04126;2016-11;2018-07;Sozialhilfeleistung
id04126;2021-03;2021-12;Rückerstattung
id04126;2022-01;;Rückerstattung
id04716;2016-05;2017-03;Sozialhilfeleistung
id03027;2016-04;2017-01;Sozialhilfeleistung
id01489;2016-05;2016-05;Sozialhilfeleistung
id01489;2019-12;2020-08;Sozialhilfeleistung
id02379;2016-08;2017-03;Sozialhilfeleistung
id01833;2016-06;2017-01;Sozialhilfeleistung
id01833;2022-01;;Sozialhilfeleistung
id01807;2017-05;2017-10;Sozialhilfeleistung
id01807;2019-03;2019-09;Sozialhilfeleistung
id00473;2020-10;2021-09;Sozialhilfeleistung
id00336;2016-09;2017-05;Sozialhilfeleistung
id02301;2016-08;2016-09;Sozialhilfeleistung
id02649;2016-09;2019-06;Sozialhilfeleistung
id00092;2016-06;2017-01;Sozialhilfeleistung
id00092;2018-04;2018-08;Sozialhilfeleistung
id03315;2019-07;2021-10;Sozialhilfeleistung
id03258;2016-08;2016-12;Sozialhilfeleistung
id00301;2016-05;2017-01;Sozialhilfeleistung
id02942;2016-06;2016-06;Sozialhilfeleistung
id02544;2016-06;2016-10;Sozialhilfeleistung
id02090;2021-10;2021-12;Sozialhilfeleistung
id04069;2017-04;2017-10;Sozialhilfeleistung
id04069;2020-01;2020-05;Sozialhilfeleistung
id02735;2016-07;2016-08;Sozialhilfeleistung
id02735;2017-03;2017-12;Sozialhilfeleistung
id02735;2019-07;2020-04;Sozialhilfeleistung
id00729;2016-09;2017-12;Sozialhilfeleistung
id00700;2022-01;;Sozialhilfeleistung
id02897;2018-05;2018-11;Sozialhilfeleistung
id02216;2016-06;2016-09;Sozialhilfeleistung
id02216;2020-10;2021-10;Sozialhilfeleistung
id00918;2017-03;2017-04;Sozialhilfeleistung
id00918;2019-09;2019-11;Sozialhilfeleistung
id00479;2019-02;2019-06;Sozialhilfeleistung
id00479;2019-06;2020-12;Sozialhilfeleistung
id03712;2017-03;2017-05;Sozialhilfeleistung
id03712;2018-01;2019-01;Sozialhilfeleistung
id01364;2017-08;2017-12;Sozialhilfeleistung
id02095;2016-07;2016-10;Sozialhilfeleistung
id03561;2016-07;2016-12;Sozialhilfeleistung
id03561;2022-01;2022-05;Sozialhilfeleistung
id01063;2016-07;2017-01;Sozialhilfeleistung
id03485;2017-08;2020-08;Sozialhilfeleistung
id01253;2016-10;2019-06;Sozialhilfeleistung
id02572;2016-08;2016-11;Sozialhilfeleistung
id02274;2016-12;2017-06;Sozialhilfeleistung
id02274;2021-12;2021-12;Sozialhilfeleistung
id02274;2022-01;2022-08;Sozialhilfeleistung
id00263;2016-08;2017-06;Sozialhilfeleistung
id02697;2020-02;2021-12;Sozialhilfeleistung
id01458;2016-07;2017-02;Sozialhilfeleistung
id01488;2016-07;2016-10;Sozialhilfeleistung
id01488;2016-10;2017-01;Sozialhilfeleistung
id01488;2017-01;2019-05;Sozialhilfeleistung
id00956;2016-12;2018-12;Sozialhilfeleistung
id00144;2018-01;2018-04;Sozialhilfeleistung
id03671;2017-11;2018-07;Sozialhilfeleistung
id03671;2018-07;2019-04;Sozialhilfeleistung
id04322;2016-07;2016-07;Sozialhilfeleistung
id04322;2016-08;2017-01;Sozialhilfeleistung
id03150;2016-07;2016-08;Sozialhilfeleistung
id03150;2017-08;2017-12;Sozialhilfeleistung
id03150;2020-08;2021-12;Sozialhilfeleistung
id04763;2016-07;2016-11;Sozialhilfeleistung
id04763;2016-11;2017-11;Sozialhilfeleistung
id04247;2016-08;2017-08;Sozialhilfeleistung
id02582;2016-07;2017-02;Sozialhilfeleistung
id02624;2016-11;2017-12;Sozialhilfeleistung
id02624;2018-01;2020-08;Sozialhilfeleistung
id04688;2017-10;2018-01;Sozialhilfeleistung
id00906;2016-10;2017-04;Sozialhilfeleistung
id02069;2019-06;2021-12;Sozialhilfeleistung
id02069;2022-01;2022-03;Sozialhilfeleistung
id02557;2018-12;2020-01;Sozialhilfeleistung
id00846;2016-08;2016-09;Sozialhilfeleistung
id02447;2016-07;2016-07;Sozialhilfeleistung
id02447;2016-08;2016-10;Sozialhilfeleistung
id02743;2016-08;2016-09;Sozialhilfeleistung
id02743;2018-01;2018-04;Sozialhilfeleistung
id02743;2019-04;2021-01;Sozialhilfeleistung
id02743;2021-01;2021-05;Sozialhilfeleistung
id00608;2016-07;2017-02;Sozialhilfeleistung
id03200;2017-04;2017-05;Sozialhilfeleistung
id00426;2016-07;2016-12;Sozialhilfeleistung
id00200;2017-09;2019-02;Sozialhilfeleistung
id03979;2016-10;2017-08;Sozialhilfeleistung
id04084;2018-08;2018-12;Sozialhilfeleistung
id04084;2019-01;2019-12;Sozialhilfeleistung
id04084;2020-01;2020-01;Sozialhilfeleistung
id01006;2020-02;2021-02;Sozialhilfeleistung
id04068;2016-08;2017-07;Sozialhilfeleistung
id01017;2018-03;2021-12;Sozialhilfeleistung
id01017;2022-01;;Sozialhilfeleistung
id00190;2016-08;2016-12;Sozialhilfeleistung
id00710;2016-09;2017-03;Sozialhilfeleistung
