id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id01155;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe
id01528;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;Dauerinvalidität;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id00458;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bediener stationärer Anlagen und Maschinen;Reinigungspersonal und Hilfskräfte
id03166;Sozialhilfe;Inländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;36-45;Angestellt, regelmässig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;
id01707;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;anderes (auf Arbeitssuche);;;obligatorische Schule;Bediener stationärer Anlagen und Maschinen;Berufe im Bereich personenbezogener Dienstleistungen
id04940;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id02082;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verwitwet;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02512;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;obligatorische Schule;kein | keine;Informations- und Kommunikationstechniker
id03532;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id03040;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);Krankheit;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Verkaufskräfte
id03587;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id01375;Sozialhilfe;Inländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id04360;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Anlehre;;Spezialisten in Gesundheitsberufen
id04846;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id03128;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id01609;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id01651;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;;Reinigungspersonal und Hilfskräfte
id03448;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Fahrzeugführer und Bediener mobiler Anlagen;Bediener stationärer Anlagen und Maschinen
id01107;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id03524;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen;Schutzkräfte und Sicherheitsbedienstete
id00219;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;46-55;;;;obligatorische Schule;kein | keine;kein | keine
id01374;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id00960;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id00949;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;zeitlich befristeter Vertrag;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id00955;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00349;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Verkaufskräfte
id04402;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Dauerinvalidität;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04813;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id04120;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Ingenieurtechnische und vergleichbare Fachkräfte;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02890;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id00353;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;nicht feststellbar;kein | keine;Bürokräfte mit Kundenkontakt
id03235;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01708;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id00153;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Schweiz;FALSE;56-65;;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00493;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id04035;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id03423;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Naturwissenschaftler, Mathematiker und Ingenieure;Naturwissenschaftler, Mathematiker und Ingenieure
id03495;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Ingenieurtechnische und vergleichbare Fachkräfte;Sonstige Bürokräfte und verwandte Berufe
id03802;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id00304;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;Rentner/in;;;obligatorische Schule;kein | keine;Bediener stationärer Anlagen und Maschinen
id00427;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id01906;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Krankheit;obligatorische Schule;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03929;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verwitwet;Schweiz;FALSE;56-65;;;;;;
id00101;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03562;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;;;;;;
id03066;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;Dauerinvalidität;;;nicht feststellbar;kein | keine;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id00829;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;obligatorische Schule;kein | keine;Juristische, soziale, kulturelle und verwandte Fachkräfte
id04841;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id02154;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id01445;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id00605;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02876;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Elektriker und Elektroniker
id00907;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Hilfsarbeitskräfte, onA
id03314;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;Dauerinvalidität;;;Anlehre;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id01219;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;;;;Universität/Hochschule/Fachhochschule;Naturwissenschaftler, Mathematiker und Ingenieure;Naturwissenschaftler, Mathematiker und Ingenieure
id04509;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Berufe im Bereich personenbezogener Dienstleistungen
id04244;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;36-45;Selbstständig;Vollzeit(90+);;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id00646;Sozialhilfe;Inländer/innen;Rückerstattung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03981;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id00136;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;;;;;;
id02832;Sozialhilfe;Inländer/innen;Rückerstattung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Hilfsarbeitskräfte, onA
id03299;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;FALSE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Ingenieurtechnische und vergleichbare Fachkräfte;Ingenieurtechnische und vergleichbare Fachkräfte
id03890;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;;
id02309;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id02870;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;FALSE;36-45;;;;;;
id04618;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;18-25;;;;;;
id00634;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id01141;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;;
id02942;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (>3);Paar ohne Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02230;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;56-65;;;;;;
id02928;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02402;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;FALSE;18-25;in Ausbildung (ohne Lehrlinge);;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;kein | keine
id04189;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Betreuungsberufe
id00488;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;Rentner/in;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id03391;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id01998;Sozialhilfe;Ausländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;;;;;Bürokräfte mit Kundenkontakt;
id02572;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;höhere Fach- und Berufsausbildung;Juristische, soziale, kulturelle und verwandte Fachkräfte;Juristische, soziale, kulturelle und verwandte Fachkräfte
id01849;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;keine Chance auf dem Arbeitsmarkt;;;Berufslehre/-schule;kein | keine;Hilfsarbeitskräfte, onA
id02327;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Fachkräfte in der Landwirtschaft;Hilfsarbeitskräfte, onA
id00951;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;anderes (nicht erwerbstätig);;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id04679;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id03722;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;FALSE;56-65;Arbeit auf Abruf;;;obligatorische Schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Reinigungspersonal und Hilfskräfte
id02879;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id01753;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;Rentner/in;;;Berufslehre/-schule;Bediener stationärer Anlagen und Maschinen;Reinigungspersonal und Hilfskräfte
id03903;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Verkaufskräfte
id01303;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id04431;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;anderes (nicht erwerbstätig);;;Maturität, Berufsmatura, Diplommittelschule;Lehrkräfte;Verkaufskräfte
